direction,entry_timestamp,exit_timestamp,holding_bars,hypothetical_entry_price,hypothetical_exit_price,hypothetical_stop_price,hypothetical_target_price,outcome,signal_timestamp,simulated_profit,strategy_id,symbol
看涨,2010-07-08T16:00:00-04:00,2010-08-04T16:00:00-04:00,20,107.00,112.97,103.02,114.96,到期退出,2010-07-07T16:00:00-04:00,750.00,M12-FTD-001,SPY
看涨,2010-07-12T16:00:00-04:00,2010-07-13T16:00:00-04:00,2,107.60,108.94,106.93,108.94,止盈,2010-07-09T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看涨,2010-07-13T16:00:00-04:00,2010-07-16T16:00:00-04:00,4,109.15,107.15,107.15,113.15,止损,2010-07-12T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2010-07-21T16:00:00-04:00,2010-08-17T16:00:00-04:00,20,109.04,109.59,105.82,115.48,到期退出,2010-07-20T16:00:00-04:00,85.40,M12-FTD-001,SPY
看涨,2010-07-26T16:00:00-04:00,2010-08-12T16:00:00-04:00,14,110.60,108.93,108.93,113.94,止损,2010-07-23T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2010-07-27T16:00:00-04:00,2010-07-29T16:00:00-04:00,3,112.17,110.29,110.29,115.93,止损,2010-07-26T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2010-07-29T16:00:00-04:00,2010-07-29T16:00:00-04:00,1,111.52,111.66,111.66,111.24,止损,2010-07-28T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2010-08-12T16:00:00-04:00,2010-09-03T16:00:00-04:00,17,107.65,110.69,110.69,101.57,止损,2010-08-11T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2010-09-03T16:00:00-04:00,2010-09-21T16:00:00-04:00,12,110.54,114.64,108.49,114.64,止盈,2010-09-02T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看跌,2010-09-20T16:00:00-04:00,2010-09-20T16:00:00-04:00,1,112.88,113.15,113.15,112.34,止损,2010-09-17T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2010-10-01T16:00:00-04:00,2010-10-04T16:00:00-04:00,2,114.99,113.39,115.79,113.39,止盈,2010-09-30T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看涨,2010-10-13T16:00:00-04:00,2010-11-04T16:00:00-04:00,17,117.66,121.68,115.65,121.68,止盈,2010-10-12T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看涨,2010-10-19T16:00:00-04:00,2010-10-19T16:00:00-04:00,1,117.19,117.31,117.31,116.95,止损,2010-10-18T16:00:00-04:00,500.00,M12-FTD-001,SPY
看涨,2010-11-05T16:00:00-04:00,2010-11-12T16:00:00-05:00,6,122.34,119.97,119.97,127.08,止损,2010-11-04T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2010-11-08T16:00:00-05:00,2010-11-08T16:00:00-05:00,1,122.34,122.18,122.18,122.66,止损,2010-11-05T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2010-11-10T16:00:00-05:00,2010-11-16T16:00:00-05:00,5,121.58,118.84,122.95,118.84,止盈,2010-11-09T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看跌,2010-11-15T16:00:00-05:00,2010-11-16T16:00:00-05:00,2,120.58,119.04,121.35,119.04,止盈,2010-11-12T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看跌,2010-11-17T16:00:00-05:00,2010-11-18T16:00:00-05:00,2,118.21,119.49,119.49,115.65,止损,2010-11-16T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2010-12-03T16:00:00-05:00,2010-12-10T16:00:00-05:00,6,122.14,124.16,121.13,124.16,止盈,2010-12-02T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看涨,2010-12-06T16:00:00-05:00,2010-12-07T16:00:00-05:00,2,122.63,123.67,122.11,123.67,止盈,2010-12-03T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看涨,2010-12-13T16:00:00-05:00,2011-01-05T16:00:00-05:00,17,125.05,127.69,123.73,127.69,止盈,2010-12-10T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看涨,2010-12-22T16:00:00-05:00,2011-01-03T16:00:00-05:00,8,125.48,126.70,124.87,126.70,止盈,2010-12-21T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看涨,2010-12-23T16:00:00-05:00,2010-12-23T16:00:00-05:00,1,125.64,125.41,125.41,126.10,止损,2010-12-22T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2011-01-19T16:00:00-05:00,2011-01-19T16:00:00-05:00,1,129.41,129.03,129.03,130.17,止损,2011-01-18T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2011-01-25T16:00:00-05:00,2011-01-25T16:00:00-05:00,1,128.76,128.26,128.26,129.76,止损,2011-01-24T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2011-01-26T16:00:00-05:00,2011-01-28T16:00:00-05:00,3,129.49,128.11,128.11,132.25,止损,2011-01-25T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2011-01-28T16:00:00-05:00,2011-01-28T16:00:00-05:00,1,130.14,129.47,129.47,131.48,止损,2011-01-27T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2011-02-02T16:00:00-05:00,2011-02-08T16:00:00-05:00,5,130.40,132.44,129.38,132.44,止盈,2011-02-01T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看涨,2011-02-09T16:00:00-05:00,2011-02-09T16:00:00-05:00,1,132.21,131.73,131.73,133.17,止损,2011-02-08T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2011-02-14T16:00:00-05:00,2011-02-22T16:00:00-05:00,6,133.03,131.77,131.77,135.55,止损,2011-02-11T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2011-02-15T16:00:00-05:00,2011-02-15T16:00:00-05:00,1,133.02,132.88,132.88,133.30,止损,2011-02-14T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2011-02-18T16:00:00-05:00,2011-02-22T16:00:00-05:00,2,134.37,133.34,133.34,136.43,止损,2011-02-17T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2011-03-01T16:00:00-05:00,2011-03-01T16:00:00-05:00,1,133.57,132.38,132.38,135.95,止损,2011-02-28T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2011-03-04T16:00:00-05:00,2011-03-04T16:00:00-05:00,1,133.37,132.39,132.39,135.33,止损,2011-03-03T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看跌,2011-03-08T16:00:00-05:00,2011-03-15T16:00:00-04:00,6,131.64,128.60,133.16,128.60,止盈,2011-03-07T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看跌,2011-03-11T16:00:00-05:00,2011-03-11T16:00:00-05:00,1,129.52,131.18,131.18,126.20,止损,2011-03-10T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看跌,2011-03-17T16:00:00-04:00,2011-03-18T16:00:00-04:00,2,128.00,128.57,128.57,126.86,止损,2011-03-16T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2011-03-25T16:00:00-04:00,2011-04-18T16:00:00-04:00,17,131.24,129.67,129.67,134.38,止损,2011-03-24T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2011-04-11T16:00:00-04:00,2011-04-12T16:00:00-04:00,2,133.00,131.02,133.99,131.02,止盈,2011-04-08T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看跌,2011-04-12T16:00:00-04:00,2011-04-21T16:00:00-04:00,8,131.72,133.45,133.45,128.26,止损,2011-04-11T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2011-04-28T16:00:00-04:00,2011-05-04T16:00:00-04:00,5,135.43,134.50,134.50,137.29,止损,2011-04-27T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2011-04-29T16:00:00-04:00,2011-05-03T16:00:00-04:00,3,136.16,135.41,135.41,137.66,止损,2011-04-28T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2011-05-02T16:00:00-04:00,2011-05-02T16:00:00-04:00,1,137.07,135.98,135.98,139.25,止损,2011-04-29T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2011-05-11T16:00:00-04:00,2011-05-11T16:00:00-04:00,1,135.67,135.00,135.00,137.01,止损,2011-05-10T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2011-05-27T16:00:00-04:00,2011-06-01T16:00:00-04:00,3,133.37,131.78,131.78,136.55,止损,2011-05-26T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2011-06-07T16:00:00-04:00,2011-06-08T16:00:00-04:00,2,129.70,128.38,130.36,128.38,止盈,2011-06-06T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看跌,2011-06-08T16:00:00-04:00,2011-06-29T16:00:00-04:00,16,128.76,130.07,130.07,126.14,止损,2011-06-07T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2011-06-22T16:00:00-04:00,2011-06-23T16:00:00-04:00,2,129.05,127.75,127.75,131.64,止损,2011-06-21T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2011-06-29T16:00:00-04:00,2011-07-01T16:00:00-04:00,3,130.20,134.06,128.27,134.06,止盈,2011-06-28T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看涨,2011-06-30T16:00:00-04:00,2011-07-07T16:00:00-04:00,5,131.14,134.16,129.63,134.16,止盈,2011-06-29T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看涨,2011-07-01T16:00:00-04:00,2011-07-07T16:00:00-04:00,4,132.09,134.86,130.71,134.86,止盈,2011-06-30T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看涨,2011-07-05T16:00:00-04:00,2011-07-11T16:00:00-04:00,5,133.78,131.78,131.78,137.78,止损,2011-07-01T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2011-07-12T16:00:00-04:00,2011-07-13T16:00:00-04:00,2,131.69,133.18,133.18,128.71,止损,2011-07-11T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2011-07-27T16:00:00-04:00,2011-07-29T16:00:00-04:00,3,132.59,129.85,133.96,129.85,止盈,2011-07-26T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看跌,2011-07-28T16:00:00-04:00,2011-08-02T16:00:00-04:00,4,130.60,126.54,132.63,126.54,止盈,2011-07-27T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看跌,2011-08-03T16:00:00-04:00,2011-08-05T16:00:00-04:00,3,125.66,119.98,128.50,119.98,止盈,2011-08-02T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看跌,2011-08-09T16:00:00-04:00,2011-08-15T16:00:00-04:00,5,114.07,120.12,120.12,101.97,止损,2011-08-08T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2011-08-16T16:00:00-04:00,2011-08-16T16:00:00-04:00,1,119.47,119.00,119.00,120.41,止损,2011-08-15T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2011-08-24T16:00:00-04:00,2011-08-31T16:00:00-04:00,6,116.19,123.41,112.58,123.41,止盈,2011-08-23T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看涨,2011-08-25T16:00:00-04:00,2011-08-25T16:00:00-04:00,1,118.73,115.92,115.92,124.35,止损,2011-08-24T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2011-08-30T16:00:00-04:00,2011-09-02T16:00:00-04:00,4,120.83,118.06,118.06,126.38,止损,2011-08-29T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2011-09-12T16:00:00-04:00,2011-09-14T16:00:00-04:00,3,114.47,119.06,119.06,105.30,止损,2011-09-09T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2011-09-14T16:00:00-04:00,2011-09-22T16:00:00-04:00,7,118.34,116.22,116.22,122.58,止损,2011-09-13T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2011-09-16T16:00:00-04:00,2011-09-19T16:00:00-04:00,2,121.29,119.40,119.40,125.06,止损,2011-09-15T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2011-09-22T16:00:00-04:00,2011-10-12T16:00:00-04:00,15,113.25,120.60,120.60,98.55,止损,2011-09-21T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2011-09-27T16:00:00-04:00,2011-10-03T16:00:00-04:00,5,118.53,112.98,112.98,129.63,止损,2011-09-26T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2011-10-04T16:00:00-04:00,2011-10-05T16:00:00-04:00,2,108.35,113.95,113.95,97.15,止损,2011-10-03T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2011-10-06T16:00:00-04:00,2011-10-11T16:00:00-04:00,4,114.36,119.92,111.58,119.92,止盈,2011-10-05T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看涨,2011-10-07T16:00:00-04:00,2011-10-24T16:00:00-04:00,12,117.17,124.49,113.51,124.49,止盈,2011-10-06T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看涨,2011-10-12T16:00:00-04:00,2011-10-24T16:00:00-04:00,9,120.60,124.30,118.75,124.30,止盈,2011-10-11T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看涨,2011-10-24T16:00:00-04:00,2011-10-26T16:00:00-04:00,3,124.17,122.72,122.72,127.07,止损,2011-10-21T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2011-10-25T16:00:00-04:00,2011-10-25T16:00:00-04:00,1,124.89,124.06,124.06,126.55,止损,2011-10-24T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2011-11-01T16:00:00-04:00,2011-11-29T16:00:00-05:00,20,122.03,120.05,128.62,108.84,到期退出,2011-10-31T16:00:00-04:00,150.14,M12-FTD-001,SPY
看涨,2011-11-09T16:00:00-05:00,2011-11-09T16:00:00-05:00,1,124.89,125.71,125.71,123.25,止损,2011-11-08T16:00:00-05:00,500.00,M12-FTD-001,SPY
看涨,2011-11-14T16:00:00-05:00,2011-11-14T16:00:00-05:00,1,126.19,125.79,125.79,126.99,止损,2011-11-11T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看跌,2011-11-18T16:00:00-05:00,2011-11-21T16:00:00-05:00,2,122.50,119.18,124.16,119.18,止盈,2011-11-17T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看跌,2011-11-25T16:00:00-05:00,2011-11-28T16:00:00-05:00,2,116.38,119.19,119.19,110.76,止损,2011-11-23T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2011-12-08T16:00:00-05:00,2011-12-08T16:00:00-05:00,1,125.90,124.97,124.97,127.76,止损,2011-12-07T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看跌,2011-12-14T16:00:00-05:00,2011-12-23T16:00:00-05:00,8,122.56,125.57,125.57,116.54,止损,2011-12-13T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看跌,2011-12-20T16:00:00-05:00,2011-12-20T16:00:00-05:00,1,122.18,122.32,122.32,121.90,止损,2011-12-19T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2011-12-23T16:00:00-05:00,2012-01-10T16:00:00-05:00,11,125.67,128.55,124.23,128.55,止盈,2011-12-22T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看涨,2011-12-27T16:00:00-05:00,2011-12-28T16:00:00-05:00,2,126.17,125.41,125.41,127.69,止损,2011-12-23T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2012-01-06T16:00:00-05:00,2012-01-20T16:00:00-05:00,10,128.20,131.74,126.43,131.74,止盈,2012-01-05T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看涨,2012-01-19T16:00:00-05:00,2012-02-09T16:00:00-05:00,16,131.22,135.50,129.08,135.50,止盈,2012-01-18T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看涨,2012-02-06T16:00:00-05:00,2012-02-06T16:00:00-05:00,1,133.98,134.40,133.77,134.40,止盈,2012-02-03T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看涨,2012-02-09T16:00:00-05:00,2012-02-10T16:00:00-05:00,2,135.41,134.31,134.31,137.61,止损,2012-02-08T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2012-02-28T16:00:00-05:00,2012-03-06T16:00:00-05:00,6,137.20,135.80,135.80,140.00,止损,2012-02-27T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2012-02-29T16:00:00-05:00,2012-02-29T16:00:00-05:00,1,137.76,136.93,136.93,139.42,止损,2012-02-28T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2012-03-09T16:00:00-05:00,2012-03-13T16:00:00-04:00,3,137.30,139.42,136.24,139.42,止盈,2012-03-08T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看涨,2012-03-14T16:00:00-04:00,2012-04-09T16:00:00-04:00,18,140.10,138.09,138.09,144.12,止损,2012-03-13T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2012-03-27T16:00:00-04:00,2012-03-28T16:00:00-04:00,2,141.74,140.60,140.60,144.02,止损,2012-03-26T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2012-04-03T16:00:00-04:00,2012-04-04T16:00:00-04:00,2,141.64,140.36,140.36,144.20,止损,2012-04-02T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2012-04-11T16:00:00-04:00,2012-04-12T16:00:00-04:00,2,137.29,138.34,138.34,135.19,止损,2012-04-10T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2012-04-13T16:00:00-04:00,2012-04-13T16:00:00-04:00,1,138.47,137.03,137.03,141.35,止损,2012-04-12T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2012-04-17T16:00:00-04:00,2012-04-17T16:00:00-04:00,1,137.84,138.04,138.04,137.44,止损,2012-04-16T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2012-04-20T16:00:00-04:00,2012-04-23T16:00:00-04:00,2,138.33,136.69,139.15,136.69,止盈,2012-04-19T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看涨,2012-04-26T16:00:00-04:00,2012-04-26T16:00:00-04:00,1,138.89,139.61,138.53,139.61,止盈,2012-04-25T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看涨,2012-04-27T16:00:00-04:00,2012-05-04T16:00:00-04:00,6,140.58,138.81,138.81,144.12,止损,2012-04-26T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2012-05-04T16:00:00-04:00,2012-05-09T16:00:00-04:00,4,138.52,134.65,140.45,134.65,止盈,2012-05-03T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看跌,2012-05-07T16:00:00-04:00,2012-05-17T16:00:00-04:00,9,136.51,130.93,139.30,130.93,止盈,2012-05-04T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看跌,2012-05-16T16:00:00-04:00,2012-05-17T16:00:00-04:00,2,133.94,132.20,134.81,132.20,止盈,2012-05-15T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看跌,2012-05-17T16:00:00-04:00,2012-06-01T16:00:00-04:00,11,132.86,129.48,134.55,129.48,止盈,2012-05-16T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看跌,2012-05-18T16:00:00-04:00,2012-05-22T16:00:00-04:00,3,131.37,133.02,133.02,128.07,止损,2012-05-17T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2012-05-21T16:00:00-04:00,2012-05-21T16:00:00-04:00,1,130.16,131.60,131.60,127.28,止损,2012-05-18T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2012-06-04T16:00:00-04:00,2012-06-06T16:00:00-04:00,3,128.39,131.50,131.50,122.16,止损,2012-06-01T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2012-06-07T16:00:00-04:00,2012-07-05T16:00:00-04:00,20,133.47,136.79,129.93,140.55,到期退出,2012-06-06T16:00:00-04:00,468.93,M12-FTD-001,SPY
看涨,2012-06-18T16:00:00-04:00,2012-06-18T16:00:00-04:00,1,133.58,134.54,133.10,134.54,止盈,2012-06-15T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看涨,2012-06-19T16:00:00-04:00,2012-06-21T16:00:00-04:00,3,135.08,133.28,133.28,138.68,止损,2012-06-18T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2012-06-22T16:00:00-04:00,2012-06-29T16:00:00-04:00,6,133.13,135.78,135.78,127.83,止损,2012-06-21T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2012-06-28T16:00:00-04:00,2012-06-28T16:00:00-04:00,1,132.29,131.97,131.97,132.94,止损,2012-06-27T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2012-07-05T16:00:00-04:00,2012-07-05T16:00:00-04:00,1,136.90,136.34,136.34,138.02,止损,2012-07-03T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2012-07-11T16:00:00-04:00,2012-07-17T16:00:00-04:00,5,134.21,136.23,136.23,130.17,止损,2012-07-10T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2012-07-19T16:00:00-04:00,2012-07-23T16:00:00-04:00,3,137.65,135.96,135.96,141.03,止损,2012-07-18T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2012-07-30T16:00:00-04:00,2012-08-02T16:00:00-04:00,4,138.52,136.14,136.14,143.29,止损,2012-07-27T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2012-08-02T16:00:00-04:00,2012-08-03T16:00:00-04:00,2,136.55,138.73,138.73,132.19,止损,2012-08-01T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2012-08-17T16:00:00-04:00,2012-08-23T16:00:00-04:00,5,142.23,140.80,140.80,145.09,止损,2012-08-16T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2012-09-10T16:00:00-04:00,2012-09-10T16:00:00-04:00,1,144.19,143.88,143.88,144.81,止损,2012-09-07T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2012-09-14T16:00:00-04:00,2012-09-26T16:00:00-04:00,9,146.88,143.99,143.99,152.66,止损,2012-09-13T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2012-09-26T16:00:00-04:00,2012-10-04T16:00:00-04:00,7,144.07,146.24,146.24,139.72,止损,2012-09-25T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2012-09-27T16:00:00-04:00,2012-09-27T16:00:00-04:00,1,143.89,144.11,144.11,143.45,止损,2012-09-26T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2012-10-05T16:00:00-04:00,2012-10-08T16:00:00-04:00,2,146.91,145.44,145.44,149.85,止损,2012-10-04T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2012-10-10T16:00:00-04:00,2012-10-17T16:00:00-04:00,6,144.18,145.65,145.65,141.24,止损,2012-10-09T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2012-10-11T16:00:00-04:00,2012-10-11T16:00:00-04:00,1,144.28,144.32,144.32,144.20,止损,2012-10-10T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2012-10-17T16:00:00-04:00,2012-10-19T16:00:00-04:00,3,145.64,144.66,144.66,147.60,止损,2012-10-16T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2012-10-18T16:00:00-04:00,2012-10-18T16:00:00-04:00,1,145.82,145.42,145.42,146.62,止损,2012-10-17T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2012-10-22T16:00:00-04:00,2012-11-08T16:00:00-05:00,12,143.15,138.33,145.56,138.33,止盈,2012-10-19T16:00:00-04:00,1000.00,M12-FTD-001,SPY
看跌,2012-10-25T16:00:00-04:00,2012-10-25T16:00:00-04:00,1,142.02,142.10,142.10,141.86,止损,2012-10-24T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2012-11-09T16:00:00-05:00,2012-11-23T16:00:00-05:00,10,137.62,140.41,140.41,132.04,止损,2012-11-08T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看跌,2012-11-15T16:00:00-05:00,2012-11-19T16:00:00-05:00,3,135.98,138.43,138.43,131.08,止损,2012-11-14T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2012-11-20T16:00:00-05:00,2012-12-11T16:00:00-05:00,15,138.91,143.92,136.41,143.92,止盈,2012-11-19T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看涨,2012-11-26T16:00:00-05:00,2012-11-28T16:00:00-05:00,3,140.65,140.04,140.04,141.87,止损,2012-11-23T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2012-12-19T16:00:00-05:00,2012-12-21T16:00:00-05:00,3,145.53,143.79,143.79,149.01,止损,2012-12-18T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看跌,2012-12-27T16:00:00-05:00,2012-12-27T16:00:00-05:00,1,141.79,139.95,142.71,139.95,止盈,2012-12-26T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看跌,2012-12-31T16:00:00-05:00,2012-12-31T16:00:00-05:00,1,139.66,141.42,141.42,136.14,止损,2012-12-28T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2013-01-03T16:00:00-05:00,2013-01-22T16:00:00-05:00,13,145.99,148.51,144.73,148.51,止盈,2013-01-02T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看涨,2013-01-23T16:00:00-05:00,2013-02-05T16:00:00-05:00,10,149.13,151.43,147.98,151.43,止盈,2013-01-22T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看涨,2013-01-24T16:00:00-05:00,2013-01-24T16:00:00-05:00,1,149.15,149.73,148.86,149.73,止盈,2013-01-23T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看涨,2013-01-28T16:00:00-05:00,2013-02-12T16:00:00-05:00,12,150.29,152.12,149.37,152.12,止盈,2013-01-25T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看跌,2013-02-22T16:00:00-05:00,2013-02-22T16:00:00-05:00,1,151.15,151.42,151.42,150.61,止损,2013-02-21T16:00:00-05:00,-500.00,M12-FTD-001,SPY
看涨,2013-02-28T16:00:00-05:00,2013-03-14T16:00:00-04:00,11,151.90,156.18,149.76,156.18,止盈,2013-02-27T16:00:00-05:00,1000.00,M12-FTD-001,SPY
看涨,2013-03-05T16:00:00-05:00,2013-04-02T16:00:00-04:00,20,153.66,156.82,151.52,157.94,到期退出,2013-03-04T16:00:00-05:00,738.32,M12-FTD-001,SPY
看涨,2013-03-12T16:00:00-04:00,2013-03-18T16:00:00-04:00,5,155.92,155.13,155.13,157.50,止损,2013-03-11T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2013-03-15T16:00:00-04:00,2013-03-15T16:00:00-04:00,1,155.85,155.91,155.91,155.73,止损,2013-03-14T16:00:00-04:00,500.00,M12-FTD-001,SPY
看涨,2013-04-11T16:00:00-04:00,2013-04-15T16:00:00-04:00,3,158.70,157.13,157.13,161.84,止损,2013-04-10T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2013-04-16T16:00:00-04:00,2013-04-24T16:00:00-04:00,7,156.29,158.13,158.13,152.61,止损,2013-04-15T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看跌,2013-04-19T16:00:00-04:00,2013-04-19T16:00:00-04:00,1,154.50,155.41,155.41,152.68,止损,2013-04-18T16:00:00-04:00,-500.00,M12-FTD-001,SPY
看涨,2013-04-24T16:00:00-04:00,2013-05-03T16:00:00-04:00,8,157.83,161.15,156.17,161.15,止盈,2013-04-23T16:00:00-04:00,1000.00,M12-FTD-001,SPY
